carat,cut,color,clarity,depth,table,price,x,y,z,x*y*z
0.83,1-Ideal,1-D,7-SI2,62.0,55.0,3774,6.02,6.05,3.74,136.21454
1.03,2-Premium,3-F,7-SI2,61.6,58.0,4503,6.43,6.46,3.97,164.905066
0.9,3-Very Good,3-F,7-SI2,61.1,54.0,3519,6.27,6.29,3.84,151.443072
0.52,2-Premium,6-I,6-SI1,62.9,58.0,1105,5.14,5.04,3.2,82.89792
1.01,3-Very Good,1-D,6-SI1,63.3,57.0,5622,6.33,6.37,4.02,162.09484199999997
0.3,1-Ideal,4-G,1-IF,61.3,55.0,863,4.33,4.35,2.66,50.102430000000005
0.31,1-Ideal,3-F,5-VS2,60.5,57.0,591,4.39,4.41,2.66,51.497334
1.01,1-Ideal,5-H,6-SI1,61.9,58.0,4767,6.42,6.48,3.99,165.99038400000003
1.14,1-Ideal,5-H,6-SI1,61.6,56.0,7079,6.72,6.74,4.14,187.51219199999997
0.31,1-Ideal,3-F,2-VVS1,61.0,56.0,840,4.39,4.43,2.69,52.31431299999999
0.31,2-Premium,3-F,1-IF,61.9,58.0,914,4.36,4.39,2.71,51.870484
0.32,2-Premium,4-G,4-VS1,61.3,62.0,828,4.42,4.39,2.7,52.39026
0.77,5-Fair,7-J,6-SI1,60.2,66.0,1956,5.97,5.81,3.55,123.13423499999999
0.32,1-Ideal,1-D,5-VS2,61.9,55.0,912,4.43,4.45,2.75,54.212125
1.3,2-Premium,4-G,7-SI2,63.0,59.0,4455,6.97,6.9,4.37,210.16641
0.32,1-Ideal,4-G,2-VVS1,60.2,56.0,842,4.45,4.49,2.69,53.74754500000001
0.5,1-Ideal,1-D,5-VS2,62.6,56.0,1845,5.08,5.05,3.17,81.32318
0.71,1-Ideal,4-G,6-SI1,60.5,56.4,2751,5.76,5.8,3.5,116.928
1.0,4-Good,7-J,6-SI1,63.8,59.0,3780,6.34,6.27,4.02,159.80223599999997
0.54,1-Ideal,2-E,4-VS1,62.6,55.0,1732,5.2,5.22,3.26,88.48943999999999
1.09,2-Premium,1-D,7-SI2,61.9,61.0,3961,6.58,6.54,4.06,174.714792
0.71,5-Fair,3-F,7-SI2,65.2,55.5,2103,5.52,5.58,3.62,111.501792
0.33,1-Ideal,5-H,6-SI1,61.7,55.0,564,4.43,4.46,2.74,54.136372
0.35,2-Premium,1-D,6-SI1,61.0,60.0,644,4.54,4.58,2.78,57.80509599999999
0.41,1-Ideal,2-E,2-VVS1,62.1,56.0,1057,4.76,4.78,2.96,67.348288
1.5,5-Fair,7-J,7-SI2,65.5,60.0,5268,7.07,7.03,4.62,229.623702
0.51,2-Premium,2-E,5-VS2,62.5,60.0,1709,5.1,5.08,3.18,82.38744
0.32,1-Ideal,4-G,5-VS2,61.8,55.0,720,4.43,4.41,2.73,53.334099
0.32,1-Ideal,4-G,3-VVS2,62.0,55.0,730,4.4,4.44,2.74,53.52864000000002
1.37,1-Ideal,6-I,5-VS2,61.5,55.0,7346,7.18,7.2,4.42,228.49632
0.31,1-Ideal,2-E,5-VS2,62.5,54.0,720,4.33,4.37,2.72,51.468112000000005
1.17,1-Ideal,1-D,7-SI2,62.7,57.0,5949,6.72,6.7,4.21,189.55104
0.83,3-Very Good,1-D,1-IF,59.7,53.0,7889,6.14,6.23,3.69,141.150618
1.13,2-Premium,4-G,6-SI1,60.9,60.0,5376,6.76,6.67,4.09,184.414828
0.91,2-Premium,2-E,5-VS2,62.2,60.0,4676,6.21,6.13,3.84,146.178432
0.75,1-Ideal,4-G,5-VS2,61.6,55.0,3073,5.86,5.89,3.62,124.94574800000001
0.53,3-Very Good,3-F,5-VS2,59.2,58.0,1693,5.29,5.31,3.14,88.20228599999999
2.02,2-Premium,7-J,7-SI2,59.7,56.0,9728,8.18,8.13,4.87,323.871558
0.72,1-Ideal,2-E,5-VS2,61.7,55.0,3427,5.8,5.77,3.57,119.47361999999997
0.52,1-Ideal,1-D,5-VS2,62.1,57.0,1774,5.13,5.17,3.2,84.87072
1.69,1-Ideal,6-I,5-VS2,60.5,56.0,13645,7.74,7.77,4.69,282.05566200000004
0.41,1-Ideal,1-D,5-VS2,61.6,55.0,1007,4.74,4.77,2.93,66.246714
0.41,2-Premium,1-D,7-SI2,62.4,60.0,683,4.71,4.77,2.96,66.501432
2.58,5-Fair,3-F,7-SI2,65.2,59.0,12500,8.58,8.51,5.57,406.698006
0.56,5-Fair,3-F,5-VS2,57.0,67.0,1814,5.49,5.36,3.09,90.92757600000002
1.64,1-Ideal,4-G,5-VS2,61.5,56.0,16297,7.59,7.62,4.68,270.671544
0.9,4-Good,4-G,6-SI1,63.9,60.0,3574,6.07,6.1,3.89,144.03503
0.71,3-Very Good,5-H,6-SI1,61.5,56.0,2471,5.71,5.75,3.53,115.898725
0.73,4-Good,5-H,4-VS1,64.1,58.8,2673,5.63,5.67,3.62,115.558002
1.08,1-Ideal,4-G,7-SI2,62.3,56.0,4489,6.53,6.57,4.08,175.040568
1.05,1-Ideal,4-G,7-SI2,62.3,56.0,4561,6.52,6.58,4.08,175.03852799999999
2.15,1-Ideal,6-I,6-SI1,60.9,56.0,13006,8.38,8.33,5.09,355.309486
1.74,3-Very Good,4-G,5-VS2,62.9,57.0,16169,7.64,7.68,4.82,282.814464
1.02,2-Premium,4-G,1-IF,61.8,59.0,8489,6.41,6.46,3.98,164.806228
0.41,2-Premium,4-G,2-VVS1,61.0,61.0,1230,4.75,4.72,2.89,64.7938
0.4,3-Very Good,2-E,6-SI1,63.2,56.0,882,4.74,4.69,2.98,66.24718800000001
0.51,1-Ideal,2-E,5-VS2,60.4,57.0,1781,5.18,5.15,3.12,83.23224
1.06,2-Premium,1-D,5-VS2,59.3,55.0,7479,6.7,6.65,3.96,176.43780000000004
0.3,2-Premium,2-E,6-SI1,60.6,58.0,526,4.3,4.34,2.62,48.894439999999996
0.37,3-Very Good,3-F,5-VS2,59.2,61.0,696,4.63,4.69,2.76,59.932572
2.01,3-Very Good,3-F,7-SI2,63.3,59.0,11925,7.98,7.89,5.02,316.070244
0.35,1-Ideal,1-D,4-VS1,61.4,56.0,1026,4.55,4.58,2.8,58.34919999999999
1.16,2-Premium,7-J,6-SI1,62.5,58.0,4222,6.73,6.67,4.19,188.085329
0.31,1-Ideal,5-H,3-VVS2,61.4,55.0,609,4.37,4.39,2.69,51.605767
0.33,1-Ideal,6-I,1-IF,62.2,56.0,891,4.45,4.42,2.76,54.28644
1.51,4-Good,3-F,7-SI2,62.9,55.0,7875,7.22,7.28,4.56,239.68089599999996
0.43,2-Premium,3-F,6-SI1,62.6,58.0,792,4.77,4.81,3.0,68.83109999999999
0.3,4-Good,2-E,6-SI1,63.7,59.0,675,4.27,4.21,2.7,48.53709
1.01,5-Fair,2-E,7-SI2,60.0,60.0,3801,6.48,6.38,3.86,159.58166400000002
1.11,2-Premium,6-I,7-SI2,61.2,61.0,4028,6.69,6.65,4.08,181.51308
0.42,3-Very Good,1-D,7-SI2,60.0,61.0,700,4.85,4.89,2.92,69.25217999999998
1.52,1-Ideal,4-G,5-VS2,61.1,57.0,12840,7.39,7.45,4.53,249.40141500000001
0.72,2-Premium,7-J,7-SI2,60.3,58.0,1667,5.81,5.73,3.48,115.853724
0.72,1-Ideal,3-F,7-SI2,61.9,54.1,2651,5.73,5.83,3.57,119.259063
2.21,2-Premium,7-J,7-SI2,62.7,57.0,13642,8.33,8.25,5.2,357.35699999999997
1.0,2-Premium,4-G,5-VS2,61.5,58.0,5967,6.39,6.36,3.92,159.31036799999998
0.56,2-Premium,2-E,5-VS2,58.8,59.0,1882,5.45,5.36,3.18,92.89416000000001
1.08,4-Good,4-G,7-SI2,63.2,57.0,4241,6.5,6.54,4.12,175.1412
0.32,1-Ideal,2-E,1-IF,61.1,56.0,1018,4.42,4.48,2.72,53.860352000000006
0.7,3-Very Good,6-I,4-VS1,61.4,57.0,2294,5.72,5.74,3.52,115.571456
0.55,3-Very Good,2-E,6-SI1,64.2,55.0,1417,5.18,5.2,3.33,89.69688000000001
0.36,1-Ideal,3-F,5-VS2,62.0,54.0,684,4.58,4.61,2.85,60.174330000000005
0.53,3-Very Good,2-E,7-SI2,63.2,54.0,1227,5.19,5.16,3.27,87.57190800000001
0.4,1-Ideal,5-H,5-VS2,61.8,54.5,764,4.74,4.77,2.94,66.472812
1.17,2-Premium,7-J,6-SI1,61.9,58.0,4423,6.77,6.73,4.18,190.449578
0.48,4-Good,3-F,4-VS1,59.0,60.9,1402,5.09,5.15,3.02,79.16477
0.52,1-Ideal,3-F,5-VS2,62.5,54.0,1720,5.17,5.14,3.22,85.56763600000001
0.33,2-Premium,6-I,6-SI1,61.3,59.0,445,4.46,4.51,2.75,55.315149999999996
1.11,2-Premium,6-I,5-VS2,58.3,60.0,4744,6.84,6.78,3.97,184.109544
0.5,1-Ideal,2-E,5-VS2,62.0,56.0,1676,5.1,5.06,3.15,81.28889999999998
0.54,1-Ideal,4-G,6-SI1,61.9,55.0,1736,5.24,5.26,3.25,89.5778
0.9,2-Premium,6-I,6-SI1,60.9,56.0,2947,6.26,6.21,3.8,147.72348
1.56,4-Good,6-I,5-VS2,57.2,62.0,9784,7.72,7.66,4.4,260.19488
1.53,3-Very Good,3-F,4-VS1,60.3,58.0,15079,7.48,7.51,4.52,253.910096
0.51,1-Ideal,1-D,4-VS1,62.1,55.0,1959,5.14,5.2,3.21,85.79687999999999
0.26,3-Very Good,6-I,6-SI1,59.2,60.0,445,4.2,4.24,2.5,44.52000000000001
1.51,3-Very Good,3-F,5-VS2,63.2,56.0,13080,7.22,7.28,4.58,240.732128
0.71,2-Premium,5-H,5-VS2,62.8,56.0,2531,5.75,5.68,3.59,117.24939999999998
0.55,3-Very Good,2-E,5-VS2,61.5,56.0,1786,5.25,5.28,3.24,89.81280000000001
0.31,1-Ideal,3-F,5-VS2,62.3,55.0,625,4.3,4.33,2.69,50.08511
1.06,3-Very Good,5-H,6-SI1,62.2,58.0,4878,6.45,6.53,4.04,170.15874000000002
1.51,3-Very Good,2-E,5-VS2,62.4,58.0,13623,7.26,7.33,4.55,242.13189
0.59,1-Ideal,2-E,6-SI1,60.7,56.0,1793,5.45,5.49,3.32,99.33606
1.0,2-Premium,2-E,8-I1,62.3,58.0,3136,6.38,6.33,3.96,159.92618399999998
0.31,1-Ideal,4-G,1-IF,61.6,55.0,988,4.39,4.34,2.69,51.251493999999994
0.35,1-Ideal,1-D,5-VS2,61.8,55.0,1063,4.56,4.53,2.81,58.045608
0.41,3-Very Good,2-E,6-SI1,62.9,57.0,755,4.72,4.76,2.98,66.95225599999999
0.51,4-Good,4-G,3-VVS2,63.4,57.0,1800,5.06,5.09,3.22,82.932388
0.53,4-Good,2-E,6-SI1,57.8,57.0,1328,5.33,5.29,3.07,86.560799
0.7,5-Fair,5-H,4-VS1,67.2,55.0,1811,5.48,5.54,3.7,112.32904
2.28,1-Ideal,7-J,4-VS1,62.6,54.2,16592,8.37,8.41,5.25,369.556425
1.04,1-Ideal,5-H,6-SI1,61.9,57.0,4515,6.49,6.46,4.01,168.120854
0.57,1-Ideal,2-E,5-VS2,60.8,56.0,1919,5.34,5.37,3.26,93.48310799999999
2.0,3-Very Good,6-I,6-SI1,58.5,58.0,15249,8.24,8.28,4.83,329.537376
0.32,1-Ideal,2-E,5-VS2,62.3,57.0,702,4.41,4.42,2.75,53.60355
0.46,4-Good,3-F,4-VS1,59.9,61.9,1168,5.02,5.06,3.01,76.45761199999998
0.77,3-Very Good,5-H,6-SI1,61.7,56.0,2830,5.84,5.89,3.62,124.519312
0.23,2-Premium,2-E,2-VVS1,60.8,56.0,640,3.99,3.94,2.41,37.886646000000006
0.59,1-Ideal,4-G,3-VVS2,62.2,56.0,2283,5.39,5.35,3.34,96.31390999999999
0.33,3-Very Good,6-I,5-VS2,62.6,58.0,463,4.34,4.42,2.74,52.560872
0.56,1-Ideal,3-F,3-VVS2,62.2,54.3,2260,5.26,5.29,3.28,91.26731199999999
0.92,2-Premium,4-G,7-SI2,59.4,62.0,3555,6.36,6.34,3.77,152.01544800000002
0.28,2-Premium,5-H,2-VVS1,61.5,58.0,646,4.22,4.17,2.58,45.401292000000005
0.51,1-Ideal,3-F,6-SI1,62.9,56.0,1406,5.1,5.05,3.19,82.15845
1.08,2-Premium,5-H,6-SI1,61.7,59.0,4740,6.56,6.6,4.06,175.78175999999996
0.65,4-Good,4-G,6-SI1,59.6,60.3,1828,5.64,5.71,3.38,108.850872
0.29,1-Ideal,1-D,4-VS1,62.9,55.0,647,4.25,4.21,2.66,47.594049999999996
1.02,1-Ideal,5-H,6-SI1,58.8,57.0,4819,6.66,6.6,3.9,171.42839999999998
1.43,1-Ideal,5-H,4-VS1,62.0,55.0,11498,7.21,7.28,4.49,235.67471200000003
0.33,2-Premium,4-G,2-VVS1,60.4,59.0,868,4.44,4.47,2.69,53.387892
1.11,1-Ideal,7-J,4-VS1,61.7,57.0,4854,6.67,6.72,4.13,185.11651199999997
0.51,1-Ideal,3-F,4-VS1,61.7,55.0,2085,5.14,5.17,3.18,84.504684
0.3,3-Very Good,2-E,5-VS2,62.9,58.0,658,4.22,4.27,2.67,48.11179799999999
1.0,5-Fair,5-H,3-VVS2,65.3,58.0,4312,6.25,6.18,4.06,156.8175
0.26,3-Very Good,3-F,4-VS1,60.5,59.0,453,4.12,4.18,2.51,43.226215999999994
0.71,1-Ideal,1-D,6-SI1,60.2,56.0,2822,5.86,5.83,3.52,120.25657600000001
0.9,1-Ideal,3-F,7-SI2,61.9,57.0,4593,6.13,6.18,3.81,144.33575399999998
1.52,1-Ideal,4-G,3-VVS2,60.6,57.0,15760,7.45,7.49,4.52,252.21826
1.5,1-Ideal,4-G,5-VS2,60.7,54.0,13135,7.41,7.48,4.53,251.08340400000006
0.74,2-Premium,5-H,7-SI2,60.9,61.0,1962,5.84,5.75,3.53,118.53739999999999
1.5,1-Ideal,6-I,6-SI1,59.4,60.0,8555,7.54,7.5,4.47,252.77849999999998
0.38,1-Ideal,1-D,4-VS1,61.9,53.5,983,4.66,4.69,2.9,63.380660000000006
0.38,1-Ideal,4-G,4-VS1,62.4,54.0,759,4.63,4.67,2.9,62.704089999999994
0.32,2-Premium,5-H,5-VS2,60.7,60.0,505,4.39,4.41,2.67,51.690933
1.63,2-Premium,6-I,6-SI1,61.5,60.0,7302,7.59,7.54,4.65,266.11299
1.51,2-Premium,5-H,5-VS2,60.2,60.0,10951,7.5,7.38,4.48,247.96800000000002
0.72,3-Very Good,3-F,2-VVS1,62.1,55.0,3762,5.72,5.78,3.57,118.029912
0.58,5-Fair,2-E,4-VS1,57.9,56.0,2192,5.52,5.49,3.19,96.672312
0.71,3-Very Good,3-F,7-SI2,61.4,56.0,3075,5.71,5.73,3.51,114.84123299999999
0.42,1-Ideal,2-E,2-VVS1,59.7,56.0,1307,4.88,4.91,2.92,69.965536
1.01,2-Premium,1-D,6-SI1,62.2,53.0,5656,6.47,6.43,4.01,166.824421
0.46,1-Ideal,4-G,7-SI2,62.2,53.0,864,4.95,4.98,3.09,76.17159000000001
0.32,3-Very Good,5-H,6-SI1,62.2,56.0,449,4.36,4.39,2.72,52.061888
0.27,3-Very Good,1-D,3-VVS2,61.6,59.0,620,4.15,4.16,2.56,44.19584000000001
1.02,1-Ideal,2-E,5-VS2,60.2,56.0,7465,6.56,6.62,3.97,172.40598400000002
0.54,4-Good,3-F,5-VS2,60.6,61.0,1563,5.22,5.3,3.19,88.25453999999999
1.02,2-Premium,3-F,7-SI2,62.7,59.0,4151,6.38,6.45,4.02,165.42702
1.01,1-Ideal,4-G,7-SI2,61.5,57.0,3739,6.42,6.46,3.96,164.233872
1.26,2-Premium,2-E,4-VS1,60.7,58.0,10367,7.02,7.04,4.27,211.02681599999997
0.31,3-Very Good,4-G,3-VVS2,62.6,57.0,707,4.29,4.33,2.7,50.15439000000001
1.21,1-Ideal,6-I,6-SI1,62.4,55.0,5218,6.81,6.78,4.24,195.768432
1.13,2-Premium,3-F,6-SI1,60.6,60.0,5581,6.76,6.67,4.07,183.513044
0.39,3-Very Good,1-D,4-VS1,61.7,59.0,876,4.64,4.69,2.88,62.673408
0.9,3-Very Good,1-D,7-SI2,62.9,59.0,3706,6.06,6.15,3.84,143.11296
1.5,2-Premium,1-D,8-I1,62.4,60.0,3780,7.37,7.19,4.54,240.57596200000003
1.2,2-Premium,6-I,5-VS2,62.6,58.0,5699,6.77,6.72,4.22,191.98636799999997
1.7,3-Very Good,7-J,6-SI1,63.2,57.0,9253,7.63,7.55,4.8,276.5112
0.4,2-Premium,2-E,5-VS2,60.7,60.0,975,4.75,4.7,2.87,64.07275
0.6,1-Ideal,3-F,3-VVS2,63.0,55.0,2143,5.39,5.37,3.39,98.121177
0.51,3-Very Good,7-J,6-SI1,61.7,56.0,872,5.14,5.17,3.18,84.504684
2.01,2-Premium,6-I,4-VS1,62.9,62.0,17068,8.02,7.98,5.03,321.91798800000004
0.51,1-Ideal,6-I,5-VS2,60.6,57.0,1060,5.16,5.21,3.14,84.41450400000001
0.42,1-Ideal,3-F,3-VVS2,61.6,55.0,1069,4.84,4.87,2.99,70.476692
1.5,3-Very Good,1-D,6-SI1,63.4,63.0,9895,7.23,7.19,4.57,237.56550900000005
0.3,3-Very Good,2-E,6-SI1,61.9,58.0,526,4.27,4.33,2.66,49.181006
0.71,1-Ideal,2-E,6-SI1,61.5,57.0,2308,5.74,5.78,3.54,117.447288
0.82,1-Ideal,1-D,5-VS2,61.9,56.0,4628,5.98,6.03,3.72,134.14096800000002
0.31,1-Ideal,3-F,1-IF,62.2,56.0,1122,4.34,4.31,2.69,50.317525999999994
1.2,4-Good,5-H,5-VS2,63.3,59.0,6710,6.74,6.78,4.28,195.58401600000002
0.29,3-Very Good,3-F,4-VS1,61.2,58.0,504,4.24,4.29,2.61,47.474856
1.12,2-Premium,6-I,6-SI1,62.0,56.0,4641,6.73,6.65,4.15,185.73117500000004
0.52,2-Premium,4-G,5-VS2,61.0,60.0,1577,5.19,5.13,3.15,83.867805
0.74,1-Ideal,3-F,4-VS1,61.7,56.0,3170,5.83,5.78,3.58,120.63669200000001
0.31,1-Ideal,6-I,4-VS1,61.4,55.2,513,4.32,4.35,2.66,49.98672
1.0,2-Premium,3-F,6-SI1,61.6,60.0,5197,6.31,6.41,3.9,157.74369
0.37,2-Premium,4-G,4-VS1,61.4,58.0,957,4.61,4.58,2.82,59.540916
1.03,4-Good,1-D,7-SI2,57.2,59.0,3743,6.66,6.63,3.8,167.79204
0.65,3-Very Good,1-D,4-VS1,60.8,57.2,2752,5.55,5.63,3.4,106.23809999999999
1.2,1-Ideal,5-H,5-VS2,62.4,56.6,7235,6.74,6.8,4.22,193.41103999999999
0.3,1-Ideal,5-H,4-VS1,61.4,54.0,675,4.37,4.33,2.67,50.522007
0.9,4-Good,3-F,6-SI1,63.9,59.0,3992,6.09,6.06,3.88,143.192952
1.01,3-Very Good,3-F,6-SI1,61.9,58.0,5383,6.41,6.44,3.98,164.295992
1.31,2-Premium,5-H,7-SI2,61.7,59.0,4548,7.03,6.98,4.32,211.97980800000002
0.31,3-Very Good,4-G,7-SI2,61.7,55.0,433,4.37,4.4,2.71,52.10788
1.06,1-Ideal,1-D,3-VVS2,62.0,57.0,11837,6.52,6.54,4.05,172.69523999999998
1.02,3-Very Good,5-H,6-SI1,63.4,57.0,4884,6.42,6.36,4.05,165.36636000000001
1.01,1-Ideal,4-G,3-VVS2,62.2,54.0,8104,6.41,6.48,4.01,166.56256800000003
1.25,1-Ideal,2-E,5-VS2,62.6,56.0,8400,6.89,6.84,4.3,202.64867999999996
0.53,2-Premium,4-G,5-VS2,61.2,57.0,1607,5.26,5.19,3.2,87.35808000000002
1.11,3-Very Good,5-H,6-SI1,62.5,58.0,5335,6.61,6.64,4.14,181.706256
0.3,1-Ideal,2-E,6-SI1,62.9,57.0,675,4.3,4.25,2.69,49.159749999999995
0.35,1-Ideal,6-I,1-IF,61.8,53.0,808,4.55,4.57,2.81,58.42973500000001
1.01,3-Very Good,1-D,6-SI1,62.8,60.0,5832,6.36,6.42,4.01,163.733112
0.65,4-Good,3-F,6-SI1,58.1,61.0,1843,5.66,5.74,3.31,107.536604
0.76,1-Ideal,2-E,2-VVS1,62.2,55.0,5056,5.86,5.82,3.63,123.80187600000001
0.5,1-Ideal,2-E,6-SI1,60.1,57.0,1410,5.14,5.27,3.13,84.784814
0.7,3-Very Good,4-G,4-VS1,61.4,55.0,2748,5.7,5.74,3.51,114.84018
0.4,1-Ideal,2-E,6-SI1,62.2,55.0,945,4.75,4.71,2.94,65.77515
0.54,1-Ideal,4-G,6-SI1,62.0,54.0,1368,5.25,5.27,3.26,90.19604999999999
0.83,1-Ideal,6-I,7-SI2,61.2,59.0,2444,6.03,6.06,3.7,135.20466000000002
1.31,1-Ideal,4-G,4-VS1,61.6,57.0,12008,6.99,7.04,4.32,212.585472
0.51,1-Ideal,4-G,3-VVS2,62.9,57.0,1974,5.12,5.09,3.21,83.655168
0.4,1-Ideal,1-D,5-VS2,62.2,54.0,891,4.73,4.76,2.95,66.41866
1.01,1-Ideal,6-I,2-VVS1,61.7,56.0,5478,6.42,6.47,3.98,165.318852
1.51,2-Premium,3-F,1-IF,60.5,61.0,18102,7.5,7.4,4.45,246.97500000000002
0.51,1-Ideal,5-H,3-VVS2,61.2,57.0,1669,5.14,5.19,3.16,84.298056
1.19,3-Very Good,5-H,6-SI1,63.3,55.0,5698,6.76,6.69,4.26,192.655944
1.01,2-Premium,2-E,5-VS2,62.7,57.0,6787,6.36,6.31,3.97,159.322452
1.01,4-Good,1-D,5-VS2,64.5,58.0,6449,6.27,6.31,4.06,160.62862199999998
0.33,1-Ideal,4-G,1-IF,61.8,55.0,1052,4.48,4.45,2.76,55.023360000000004
0.32,1-Ideal,3-F,3-VVS2,60.9,56.0,800,4.44,4.46,2.71,53.66450400000001
0.7,4-Good,1-D,5-VS2,57.7,60.0,3082,5.83,5.86,3.37,115.132006
0.32,1-Ideal,2-E,5-VS2,61.8,54.0,599,4.4,4.43,2.73,53.21316
1.08,2-Premium,5-H,5-VS2,62.1,58.0,5250,6.63,6.51,4.08,176.09810399999998
1.21,3-Very Good,6-I,6-SI1,63.3,60.0,4404,6.76,6.69,4.26,192.655944
0.74,2-Premium,5-H,4-VS1,60.6,60.0,2744,5.91,5.84,3.56,122.87126400000001
1.0,1-Ideal,2-E,6-SI1,62.3,55.0,5299,6.34,6.41,3.97,161.33841800000002
1.21,2-Premium,2-E,6-SI1,62.3,58.0,6963,6.77,6.74,4.21,192.10145799999998
1.0,1-Ideal,4-G,4-VS1,62.7,54.0,6349,6.37,6.42,4.01,163.990554
1.15,2-Premium,2-E,7-SI2,61.8,56.0,4701,6.75,6.7,4.15,187.68375000000003
0.75,1-Ideal,2-E,6-SI1,62.2,57.0,2985,5.82,5.86,3.63,123.80187600000001
0.27,1-Ideal,5-H,4-VS1,62.3,56.0,464,4.15,4.17,2.59,44.821245000000005
0.53,1-Ideal,1-D,5-VS2,61.5,56.0,1956,5.23,5.17,3.2,86.52512000000002
0.56,1-Ideal,2-E,3-VVS2,62.6,54.0,2441,5.28,5.32,3.32,93.257472
0.7,3-Very Good,4-G,4-VS1,60.8,56.0,2512,5.72,5.76,3.49,114.985728
1.22,2-Premium,4-G,5-VS2,61.2,58.0,7870,6.91,6.81,4.2,197.63982000000001
0.32,3-Very Good,2-E,6-SI1,63.1,56.0,720,4.39,4.36,2.76,52.827504
0.7,4-Good,2-E,6-SI1,57.8,62.0,2150,5.79,5.84,3.36,113.613696
0.63,1-Ideal,2-E,5-VS2,62.1,56.0,2156,5.54,5.51,3.43,104.702122
0.32,2-Premium,2-E,2-VVS1,60.5,58.0,954,4.42,4.47,2.69,53.14740599999999
1.22,2-Premium,5-H,6-SI1,60.6,60.0,6387,6.92,6.85,4.17,197.66633999999996
2.13,1-Ideal,7-J,5-VS2,62.1,55.0,15258,8.23,8.29,5.13,350.00297099999995
0.69,2-Premium,6-I,6-SI1,62.0,59.0,1636,5.66,5.63,3.5,111.5303
1.2,3-Very Good,5-H,7-SI2,60.7,60.0,4831,6.81,6.89,4.16,195.190944
0.26,1-Ideal,6-I,5-VS2,61.8,55.0,371,4.12,4.17,2.56,43.981823999999996
0.72,3-Very Good,2-E,7-SI2,60.1,55.8,2651,5.83,5.85,3.51,119.71030499999999
0.62,3-Very Good,5-H,1-IF,60.3,59.0,2367,5.52,5.55,3.34,102.32423999999997
0.4,1-Ideal,1-D,7-SI2,60.5,57.0,648,4.73,4.76,2.87,64.61747600000001
0.4,1-Ideal,1-D,5-VS2,60.5,57.0,1125,4.8,4.76,2.89,66.03072
0.41,3-Very Good,3-F,6-SI1,63.4,58.0,852,4.75,4.68,2.99,66.4677
0.7,5-Fair,3-F,8-I1,70.8,56.0,992,5.38,5.33,3.79,108.679766
2.06,2-Premium,6-I,7-SI2,61.8,58.0,14803,8.22,8.11,5.05,336.65421
1.01,2-Premium,1-D,3-VVS2,62.4,60.0,10407,6.36,6.31,3.95,158.51982
1.27,1-Ideal,7-J,5-VS2,62.9,54.0,5925,6.87,6.9,4.33,205.25499000000002
0.53,1-Ideal,4-G,4-VS1,62.6,54.0,1813,5.19,5.16,3.24,86.76849600000001
0.31,2-Premium,1-D,7-SI2,60.1,60.0,462,4.38,4.41,2.64,50.993712
0.5,5-Fair,3-F,8-I1,69.8,55.0,584,4.89,4.8,3.38,79.33536
1.24,1-Ideal,7-J,6-SI1,61.9,56.0,5125,6.95,6.88,4.28,204.65248000000003
0.34,1-Ideal,4-G,5-VS2,62.0,56.0,596,4.47,4.5,2.78,55.91969999999999
0.7,3-Very Good,2-E,5-VS2,62.4,58.0,2952,5.66,5.68,3.54,113.806752
2.2,4-Good,5-H,7-SI2,63.6,58.0,13919,8.21,8.17,5.21,349.4643970000001
0.32,1-Ideal,3-F,4-VS1,61.3,55.0,676,4.43,4.46,2.72,53.741216
0.9,3-Very Good,3-F,7-SI2,63.4,60.0,3465,6.06,6.09,3.85,142.08579
0.4,2-Premium,4-G,2-VVS1,62.3,58.0,1123,4.66,4.72,2.92,64.225984
0.9,2-Premium,2-E,5-VS2,62.9,58.0,4334,6.15,6.12,3.86,145.28268000000003
1.59,2-Premium,6-I,5-VS2,62.0,58.0,7479,7.44,7.39,4.6,252.91536
0.7,3-Very Good,1-D,4-VS1,60.4,58.0,3008,5.71,5.78,3.47,114.523186
0.5,5-Fair,3-F,8-I1,63.8,58.0,713,5.08,4.97,3.21,81.04479599999999
0.5,2-Premium,3-F,3-VVS2,60.9,58.0,2016,5.13,5.09,3.11,81.207387
1.06,1-Ideal,3-F,3-VVS2,61.1,57.0,8619,6.57,6.62,4.03,175.27840200000003
2.21,1-Ideal,5-H,7-SI2,61.9,56.0,13615,8.4,8.36,5.19,364.46256000000005
0.4,2-Premium,1-D,5-VS2,60.5,59.0,1050,4.8,4.76,2.89,66.03072
0.51,1-Ideal,4-G,4-VS1,61.3,55.7,1595,5.15,5.18,3.16,84.29932000000001
1.21,3-Very Good,5-H,4-VS1,63.3,58.0,6871,6.77,6.72,4.27,194.26108799999997
1.02,2-Premium,4-G,2-VVS1,58.0,61.0,8768,6.67,6.58,3.84,168.53222399999999
0.55,1-Ideal,4-G,5-VS2,61.2,55.0,1833,5.3,5.35,3.26,92.43729999999998
1.12,1-Ideal,2-E,7-SI2,61.6,56.0,6168,6.69,6.71,4.13,185.39528700000002
0.47,5-Fair,4-G,6-SI1,58.4,60.0,1086,5.16,5.12,3.0,79.2576
1.51,5-Fair,5-H,5-VS2,65.6,56.0,7188,7.08,4.7,4.0,133.104
0.34,3-Very Good,4-G,1-IF,59.4,56.0,917,4.59,4.63,2.74,58.229658
